hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
Resort Hotel - Ahmedabad,0,51,2024,June,23,6,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0,Check-Out,2024-06-06 04:34:36.130966838,Ahmedabad
Resort Hotel - Delhi,0,83,2024,January,1,5,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient-Party,107.2,0,2,Check-Out,2024-01-05 05:50:33.173910494,Delhi
Resort Hotel - Chennai,0,98,2024,August,32,9,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,208.0,1,1,Check-Out,2024-08-09 08:28:05.944266220,Chennai
Resort Hotel - Mumbai,0,3,2024,December,51,20,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,211.75,1,3,Check-Out,2024-12-20 15:29:01.095075760,Mumbai
Resort Hotel - Bangalore,0,81,2024,December,52,24,2,4,2,1.0,1,FB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,277.0,1,1,Check-Out,2024-12-24 20:04:43.805040664,Bangalore
Resort Hotel - Jaipur,0,112,2024,January,3,18,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,258.0,,0,Transient,129.0,0,0,Check-Out,2024-01-18 08:54:31.537578838,Jaipur
Resort Hotel - Bangalore,0,35,2024,January,4,27,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,147.07,0,1,Check-Out,2024-01-27 16:19:52.873715334,Bangalore
Resort Hotel - Mumbai,0,23,2024,May,18,1,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,142.0,,0,Contract,168.8,0,0,Check-Out,2024-05-01 18:19:24.589702568,Mumbai
Resort Hotel - Ahmedabad,0,135,2024,January,3,19,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,196.0,0,1,Check-Out,2024-01-19 05:53:36.989839935,Ahmedabad
Resort Hotel - Mumbai,0,87,2024,March,11,15,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240.0,,0,Transient,154.0,0,2,Check-Out,2024-03-15 14:14:32.341673018,Mumbai
Resort Hotel - Goa,0,38,2024,January,2,9,0,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,242.0,,0,Transient,266.4,0,2,Check-Out,2024-01-09 05:22:29.883155064,Goa
Resort Hotel - Goa,0,21,2024,May,20,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,236.0,0,1,Check-Out,2024-05-13 17:04:03.007312232,Goa
Resort Hotel - Pune,0,38,2024,January,5,30,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,242.0,,0,Transient,223.0,0,1,Check-Out,2024-01-30 19:58:46.304768446,Pune
Resort Hotel - Bangalore,0,6,2024,August,34,19,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,195.8,1,1,Check-Out,2024-08-19 20:12:47.226461400,Bangalore
Resort Hotel - Bangalore,0,72,2024,August,31,3,2,3,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,131.2,0,1,Check-Out,2024-08-03 13:51:56.156429820,Bangalore
Resort Hotel - Chandigarh,0,93,2024,April,14,5,2,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,107.0,0,0,Check-Out,2024-04-05 17:15:13.863086214,Chandigarh
Resort Hotel - Bangalore,0,1,2024,January,5,30,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,3,No Deposit,240.0,,0,Transient,153.0,0,2,Check-Out,2024-01-30 10:04:26.738141705,Bangalore
Resort Hotel - Hyderabad,0,91,2024,March,9,3,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,166.0,0,0,Check-Out,2024-03-03 01:55:27.110537822,Hyderabad
Resort Hotel - Bhopal,0,61,2024,May,22,31,1,4,3,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,220.4,0,2,Check-Out,2024-05-31 08:25:59.299432946,Bhopal
Resort Hotel - Bhopal,0,16,2024,December,49,3,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,163.35,0,1,Check-Out,2024-12-03 19:38:07.356456624,Bhopal
Resort Hotel - Pune,0,24,2024,January,5,30,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,171.9,0,2,Check-Out,2024-01-30 02:04:34.939902336,Pune
Resort Hotel - Chandigarh,0,24,2024,September,38,18,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,171.9,0,2,Check-Out,2024-09-18 21:59:20.981329936,Chandigarh
Resort Hotel - Pune,0,51,2024,November,48,26,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,183.0,0,1,Check-Out,2024-11-26 19:18:58.868740000,Pune
Resort Hotel - Kolkata,0,51,2024,January,2,9,2,4,3,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,248.0,0,1,Check-Out,2024-01-09 23:34:17.827773077,Kolkata
Resort Hotel - Kolkata,0,35,2024,January,5,30,2,5,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,260.71,1,1,Check-Out,2024-01-30 23:43:17.696605215,Kolkata
Resort Hotel - Lucknow,0,37,2024,June,26,27,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,222.0,0,0,Check-Out,2024-06-27 08:19:19.101759794,Lucknow
Resort Hotel - Kochi,0,36,2024,April,15,11,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,161.26,0,0,Check-Out,2024-04-11 20:39:41.043479717,Kochi
Resort Hotel - Ahmedabad,0,92,2024,March,11,16,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,149.4,0,1,Check-Out,2024-03-16 06:53:53.242593539,Ahmedabad
Resort Hotel - Chennai,0,6,2024,August,31,2,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,201.0,0,0,Check-Out,2024-08-02 12:41:54.442704100,Chennai
Resort Hotel - Jaipur,0,62,2024,February,8,22,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2024-02-22 10:34:38.121099934,Jaipur
Resort Hotel - Goa,0,84,2024,July,27,7,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,132.6,1,1,Check-Out,2024-07-07 22:33:41.311846150,Goa
Resort Hotel - Ahmedabad,0,0,2024,January,4,27,0,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,193.0,1,0,Check-Out,2024-01-27 05:37:07.712770858,Ahmedabad
Resort Hotel - Bhopal,0,49,2024,July,31,31,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,134.0,,0,Transient,107.0,0,0,Check-Out,2024-07-31 21:09:00.321135112,Bhopal
Resort Hotel - Pune,0,43,2024,June,26,28,2,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,156.0,,0,Contract,79.5,0,0,Check-Out,2024-06-28 09:11:44.235733610,Pune
Resort Hotel - Bhopal,0,30,2024,January,2,11,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,G,0,No Deposit,250.0,,0,Transient,115.0,0,3,Check-Out,2024-01-11 11:31:28.847381249,Bhopal
Resort Hotel - Kochi,0,23,2024,September,39,28,0,2,2,0.0,0,FB,ESP,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,,0,Transient,179.0,0,1,Check-Out,2024-09-28 04:45:05.013024648,Kochi
Resort Hotel - Delhi,0,28,2024,October,41,9,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,166.14,0,0,Check-Out,2024-10-09 19:47:28.212146848,Delhi
Resort Hotel - Jaipur,0,0,2024,September,38,19,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,134.0,0,1,Check-Out,2024-09-19 18:18:49.129149252,Jaipur
Resort Hotel - Chandigarh,0,41,2024,March,10,7,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,120.33,0,1,Check-Out,2024-03-07 21:51:16.112539681,Chandigarh
Resort Hotel - Chandigarh,0,6,2024,February,7,15,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,120.33,0,1,Check-Out,2024-02-15 21:24:39.663955640,Chandigarh
Resort Hotel - Indore,0,28,2024,December,50,13,1,2,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,98.0,0,2,Check-Out,2024-12-13 19:56:02.028327568,Indore
Resort Hotel - Pune,0,48,2024,September,37,12,0,3,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,134.67,0,1,Check-Out,2024-09-12 11:14:39.307138848,Pune
Resort Hotel - Kolkata,0,27,2024,August,33,14,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,101.03,0,0,Check-Out,2024-08-14 12:58:59.904011256,Kolkata
Resort Hotel - Chennai,0,27,2024,August,35,27,2,6,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient-Party,186.0,0,1,Check-Out,2024-08-27 17:31:01.166439120,Chennai
Resort Hotel - Chennai,0,27,2024,October,40,5,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,114.19,0,1,Check-Out,2024-10-05 02:38:56.717788072,Chennai
Resort Hotel - Mumbai,0,1,2024,April,16,20,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,131.4,0,0,Check-Out,2024-04-20 01:57:46.781696806,Mumbai
Resort Hotel - Delhi,0,57,2024,October,41,12,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,171.0,,0,Transient,65.5,1,0,Check-Out,2024-10-12 13:49:38.656325120,Delhi
Resort Hotel - Indore,0,29,2024,May,21,24,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,8.0,,0,Contract,79.5,0,0,Check-Out,2024-05-24 01:52:38.491988374,Indore
Resort Hotel - Bhopal,0,92,2024,November,47,23,2,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,1,0,Check-Out,2024-11-23 08:55:04.103393108,Bhopal
Resort Hotel - Jaipur,0,163,2024,March,12,19,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,91.46,0,1,Check-Out,2024-03-19 16:02:57.543994840,Jaipur
Resort Hotel - Lucknow,0,0,2024,July,30,22,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250.0,,0,Transient,131.0,0,0,Check-Out,2024-07-22 04:11:20.143061756,Lucknow
Resort Hotel - Hyderabad,0,88,2024,June,24,15,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,167.0,1,0,Check-Out,2024-06-15 05:01:43.697995628,Hyderabad
Resort Hotel - Indore,0,0,2024,June,22,2,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,,,0,Transient,172.0,0,1,Check-Out,2024-06-02 09:09:11.538248916,Indore
Resort Hotel - Mumbai,0,3,2024,July,28,13,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,135.0,1,2,Check-Out,2024-07-13 14:57:46.751543274,Mumbai
Resort Hotel - Kochi,0,63,2024,December,49,2,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,168.0,1,1,Check-Out,2024-12-02 13:59:32.801514376,Kochi
Resort Hotel - Chandigarh,0,51,2024,March,9,3,3,7,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,104.8,1,0,Check-Out,2024-03-03 04:25:08.038429001,Chandigarh
Resort Hotel - Bhopal,0,52,2024,December,49,4,2,5,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,149.0,,0,Transient,111.5,1,0,Check-Out,2024-12-04 21:32:10.519562104,Bhopal
Resort Hotel - Lucknow,0,25,2024,March,11,12,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,114.5,0,1,Check-Out,2024-03-12 08:58:47.721984437,Lucknow
Resort Hotel - Indore,0,110,2024,September,38,20,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,98.0,1,0,Check-Out,2024-09-20 17:29:58.929549624,Indore
Resort Hotel - Delhi,0,61,2024,August,34,22,2,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,128.0,0,0,Check-Out,2024-08-22 07:29:56.336345892,Delhi
Resort Hotel - Mumbai,0,61,2024,September,36,8,2,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,161.0,0,3,Check-Out,2024-09-08 19:46:58.541071624,Mumbai
Resort Hotel - Chennai,0,90,2024,April,14,2,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175.0,,0,Transient,77.6,0,0,Check-Out,2024-04-02 03:20:00.140716481,Chennai
Resort Hotel - Mumbai,0,30,2024,September,36,8,13,33,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,I,17,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2024-09-08 18:40:56.367001984,Mumbai
Resort Hotel - Kolkata,0,0,2024,December,49,7,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,146.0,1,0,Check-Out,2024-12-07 11:36:37.137089680,Kolkata
Resort Hotel - Pune,0,48,2024,March,13,29,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,131.0,0,2,Check-Out,2024-03-29 15:06:01.751920193,Pune
Resort Hotel - Chennai,0,0,2024,May,21,20,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,142.0,,0,Transient,104.8,0,0,Check-Out,2024-05-20 03:39:56.391627368,Chennai
Resort Hotel - Kochi,0,1,2024,October,40,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,138.5,0,0,Check-Out,2024-10-04 22:36:48.746199396,Kochi
Resort Hotel - Pune,0,9,2024,September,39,23,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,141.5,1,2,Check-Out,2024-09-23 23:12:08.418866060,Pune
Resort Hotel - Ahmedabad,0,12,2024,January,2,9,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,122.75,1,1,Check-Out,2024-01-09 14:06:23.130774191,Ahmedabad
Resort Hotel - Indore,1,123,2024,August,31,4,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,70.2,0,1,Canceled,2024-08-04 08:12:32.390923788,Indore
Resort Hotel - Delhi,0,0,2024,January,5,29,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,8.0,1,0,Check-Out,2024-01-29 03:33:02.443943747,Delhi
Resort Hotel - Kolkata,0,0,2024,September,39,29,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.5,0,1,Check-Out,2024-09-29 16:07:02.873129016,Kolkata
Resort Hotel - Kolkata,0,42,2024,November,45,4,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,86.0,1,1,Check-Out,2024-11-04 09:02:51.603749088,Kolkata
Resort Hotel - Chandigarh,0,72,2024,June,25,20,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,83.0,0,0,Check-Out,2024-06-20 16:08:50.702158490,Chandigarh
Resort Hotel - Bangalore,0,1,2024,December,1,30,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,150.25,0,0,Check-Out,2024-12-30 00:48:50.199599628,Bangalore
Resort Hotel - Delhi,0,6,2024,July,28,10,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,71.2,1,0,Check-Out,2024-07-10 17:02:16.625652278,Delhi
Resort Hotel - Chandigarh,0,71,2024,October,42,19,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,81.6,1,1,Check-Out,2024-10-19 02:15:35.664089656,Chandigarh
Resort Hotel - Kochi,0,71,2024,December,52,27,2,3,2,0.0,1,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,196.0,,0,Transient,99.5,0,2,Check-Out,2024-12-27 19:41:29.264505104,Kochi
Resort Hotel - Delhi,0,83,2024,May,19,7,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,134.0,,0,Transient,100.93,0,0,Check-Out,2024-05-07 01:46:24.346966638,Delhi
Resort Hotel - Bhopal,0,36,2024,September,39,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,,0,Transient,89.0,0,3,Check-Out,2024-09-24 04:46:43.434152224,Bhopal
Resort Hotel - Hyderabad,0,0,2024,June,23,9,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,89.0,0,0,Check-Out,2024-06-09 15:33:44.055817538,Hyderabad
Resort Hotel - Delhi,0,9,2024,May,19,12,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,108.5,1,1,Check-Out,2024-05-12 10:06:13.843486418,Delhi
Resort Hotel - Mumbai,0,8,2024,January,4,22,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,136.5,0,1,Check-Out,2024-01-22 21:52:06.770472991,Mumbai
Resort Hotel - Goa,0,8,2024,June,23,6,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,142.5,1,1,Check-Out,2024-06-06 23:43:37.959778538,Goa
Resort Hotel - Bhopal,0,1,2024,April,15,11,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240.0,,0,Transient,89.0,0,1,Check-Out,2024-04-11 04:17:56.722311100,Bhopal
Resort Hotel - Goa,0,72,2024,April,15,8,3,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,76.5,1,2,Check-Out,2024-04-08 14:26:42.539597450,Goa
Resort Hotel - Mumbai,0,24,2024,August,35,29,2,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,103.0,1,1,Check-Out,2024-08-29 13:01:39.114658804,Mumbai
Resort Hotel - Jaipur,0,0,2024,February,8,25,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,H,0,No Deposit,,,0,Transient,0.0,0,2,Check-Out,2024-02-25 04:41:12.710216184,Jaipur
Resort Hotel - Kochi,0,10,2024,May,18,3,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,116.0,1,1,Check-Out,2024-05-03 14:16:27.407550108,Kochi
Resort Hotel - Mumbai,0,7,2024,October,43,24,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,60.3,1,1,Check-Out,2024-10-24 15:21:34.581577868,Mumbai
Resort Hotel - Bhopal,0,13,2024,June,24,13,0,1,1,0.0,0,BB,ESP,Offline TA/TO,Direct,0,0,0,A,G,0,No Deposit,126.0,,0,Transient,40.0,0,0,Check-Out,2024-06-13 22:39:07.693673620,Bhopal
Resort Hotel - Chandigarh,0,3,2024,November,44,2,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,73.67,0,0,Check-Out,2024-11-02 10:09:42.988382512,Chandigarh
Resort Hotel - Lucknow,0,3,2024,March,10,4,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,67.0,0,0,Check-Out,2024-03-04 02:39:03.954635686,Lucknow
Resort Hotel - Kochi,1,78,2024,November,46,15,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-11-15 20:51:32.425600348,Kochi
Resort Hotel - Mumbai,1,78,2024,May,22,30,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-05-30 12:54:56.745931366,Mumbai
Resort Hotel - Kolkata,1,78,2024,April,14,2,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-04-02 08:41:22.721188719,Kolkata
Resort Hotel - Bangalore,1,78,2024,May,18,3,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-05-03 18:40:36.103828660,Bangalore
Resort Hotel - Bhopal,1,78,2024,March,13,28,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-03-28 21:16:14.531992059,Bhopal
Resort Hotel - Bangalore,1,78,2024,March,12,24,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-03-24 21:57:30.257561417,Bangalore
Resort Hotel - Indore,0,63,2024,November,45,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,43.12,0,2,Check-Out,2024-11-09 09:22:49.302029500,Indore
Resort Hotel - Kolkata,1,78,2024,December,48,1,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-12-01 18:59:19.262578628,Kolkata
Resort Hotel - Jaipur,1,78,2024,November,48,26,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-11-26 08:36:13.707795524,Jaipur
Resort Hotel - Bhopal,0,8,2024,March,12,19,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,104.67,1,1,Check-Out,2024-03-19 01:04:51.976647765,Bhopal
Resort Hotel - Kochi,0,4,2024,January,4,23,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,113.33,0,1,Check-Out,2024-01-23 10:55:44.569432694,Kochi
Resort Hotel - Bhopal,0,21,2024,February,8,21,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,67.0,0,1,Check-Out,2024-02-21 12:47:07.074521103,Bhopal
Resort Hotel - Delhi,0,13,2024,February,5,3,1,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,72.8,0,1,Check-Out,2024-02-03 07:15:30.809371047,Delhi
Resort Hotel - Delhi,1,78,2024,June,23,5,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-06-05 13:54:07.143371666,Delhi
Resort Hotel - Jaipur,1,78,2024,December,51,19,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-12-19 01:59:23.031770096,Jaipur
Resort Hotel - Hyderabad,1,78,2024,September,36,8,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-09-08 06:43:20.742111920,Hyderabad
Resort Hotel - Kochi,1,78,2024,October,43,27,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-10-27 20:10:54.331638592,Kochi
Resort Hotel - Indore,1,78,2024,September,36,6,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-09-06 14:22:01.026225196,Indore
Resort Hotel - Chennai,1,78,2024,March,12,24,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2024-03-24 00:31:59.935672465,Chennai
